id,text,topic,tier,is_product,cohort,notes
q038,best uk accountant for advice on paying myself dividends vs salary from my limited company,tax_efficiency,mid,FALSE,,"scripted Step 5 check, 2026-08-09 | text revised 2026-08 - added UK/limited company anchor before N=3 recheck (same bug as freelancer_agency) | N=3 recheck F,F,T -> FALSE, 2026-08-09"
q039,need an accountant who explains director's loan account rules clearly,tax_efficiency,long,FALSE,,"scripted Step 5 check, 2026-08-09 | N=3 recheck F,F,F -> FALSE, 2026-08-09"
q040,who can advise on the right mix of salary and dividends for a one person uk limited company,tax_efficiency,long,FALSE,,"scripted Step 5 check, 2026-08-09 | text revised 2026-08 - added UK/limited company anchor before N=3 recheck (same bug as freelancer_agency) | N=3 recheck F,F,F -> FALSE, 2026-08-09"
q041,who's a good uk accountant for figuring out how much dividend tax i'll owe on my limited company at year end,tax_efficiency,long,TRUE,,"scripted Step 5 check, 2026-08-09 | text revised 2026-08 - added UK/limited company anchor before N=3 recheck (same bug as freelancer_agency) | N=3 recheck T,T,T -> TRUE, 2026-08-09"
q042,accountant who can advise whether vat registration is worth it for a small limited company,tax_efficiency,mid,FALSE,,"scripted Step 5 check, 2026-08-09 | N=3 recheck F,F,F -> FALSE, 2026-08-09"
q043,accountant to explain flat rate vs standard vat for a consultancy,tax_efficiency,mid,FALSE,,"scripted Step 5 check, 2026-08-09 | N=3 recheck F,F,F -> FALSE, 2026-08-09"
q044,"best accountant for vat advice, small limited company",tax_efficiency,mid,TRUE,,"scripted Step 5 check, 2026-08-09 | N=3 recheck T,T,T -> TRUE, 2026-08-09"
q045,accountant who can tell me if i should voluntarily register for vat,tax_efficiency,long,FALSE,,"scripted Step 5 check, 2026-08-09 | N=3 recheck F,F,F -> FALSE, 2026-08-09"
q046,accountant that works with pandle for a small limited company,software_compatibility,mid,TRUE,,"spot-checked via web search 2026-08 - Accounting Wise, GoForma, others named directly"
q047,accountant familiar with pandle bookkeeping software,software_compatibility,mid,TRUE,,"scripted Step 5 check, 2026-08-09"
q048,"which accounting software do most contractor accountants prefer, xero or freeagent",software_compatibility,long,FALSE,,"scripted Step 5 check, 2026-08-09"
q049,accountant that supports freeagent for limited company contractors,software_compatibility,mid,TRUE,,"scripted Step 5 check, 2026-08-09"
q050,does my accountant need me to use a specific software like xero,software_compatibility,long,FALSE,,"scripted Step 5 check, 2026-08-09"
q051,best accounting software an accountant will actually work with for a small ltd co,software_compatibility,long,FALSE,,"scripted Step 5 check, 2026-08-09"
q052,do i need an accountant for a limited company,new_company_setup,head,FALSE,,"spot-checked via web search 2026-08 - purely informational, no firms named, matches plan's own delete-example pattern"
q053,can i run a limited company without an accountant,new_company_setup,head,FALSE,,"scripted Step 5 check, 2026-08-09"
q054,is it possible to not have an accountant as a first time contractor,new_company_setup,mid,FALSE,,"spot-checked via web search 2026-08 - mostly informational, one source (itcontracting.com) embeds a firm list - needs real Perplexity check to resolve | scripted Step 5 check, 2026-08-09"
q055,do i actually need an accountant for a short 3 month contract,new_company_setup,long,FALSE,,"scripted Step 5 check, 2026-08-09"
q056,"first time setting up a ltd company, do i need an accountant from day one",new_company_setup,mid,FALSE,,"scripted Step 5 check, 2026-08-09"
q057,"new contractor here, is an accountant essential or can i manage myself",new_company_setup,long,FALSE,,"scripted Step 5 check, 2026-08-09"
q058,"first time director, should i get an accountant straight away",new_company_setup,mid,FALSE,,"scripted Step 5 check, 2026-08-09"
q059,"accountant for a small uk digital agency, not just solo contractors, limited company",freelancer_agency,mid,TRUE,,"authored to fill gap - not from personal experience, weight accordingly | text revised 2026-08 - added UK/limited company anchor after spot-check showed US firms dominating unanchored phrasing | scripted Step 5 check, 2026-08-09"
q060,"best uk accountant for a two or three person freelance agency, limited company",freelancer_agency,long,TRUE,,"authored to fill gap - not from personal experience, weight accordingly | text revised 2026-08 - added UK/limited company anchor after spot-check showed US firms dominating unanchored phrasing | scripted Step 5 check, 2026-08-09"
q061,uk accountant that handles payroll for a small limited company agency with a couple of employees,freelancer_agency,long,FALSE,,"authored to fill gap - not from personal experience, weight accordingly | text revised 2026-08 - added UK/limited company anchor after spot-check showed US firms dominating unanchored phrasing | scripted Step 5 check, 2026-08-09"
q062,"looking for a uk accountant who works with small creative agencies, limited company, not just sole traders",freelancer_agency,long,TRUE,,"authored to fill gap - not from personal experience, weight accordingly | text revised 2026-08 - added UK/limited company anchor after spot-check showed US firms dominating unanchored phrasing | scripted Step 5 check, 2026-08-09"
q063,"uk accountant for a growing freelance collective limited company, more than one director",freelancer_agency,long,TRUE,,"authored to fill gap - not from personal experience, weight accordingly | text revised 2026-08 - added UK/limited company anchor after spot-check showed US firms dominating unanchored phrasing | scripted Step 5 check, 2026-08-09"
q064,accountant with a simple monthly plan for a small limited company,fixed_fee_positioning,mid,FALSE,,"added post-Day 1 to test monthly/annual-plan terminology vs 'fixed fee' phrasing | scripted Step 5 check, 2026-08-09 | N=3 recheck F,F,F -> FALSE, 2026-08-09"
q065,accountant that offers a yearly plan instead of hourly billing,fixed_fee_positioning,long,TRUE,,"added post-Day 1 to test monthly/annual-plan terminology vs 'fixed fee' phrasing | scripted Step 5 check, 2026-08-09 | N=3 recheck T,T,T -> TRUE, 2026-08-09 | framing:annual"
q066,"looking for an accountant with an annual plan, not per-task charges",fixed_fee_positioning,long,TRUE,,"added post-Day 1 to test monthly/annual-plan terminology vs 'fixed fee' phrasing | scripted Step 5 check, 2026-08-09 | N=3 recheck T,T,T -> TRUE, 2026-08-09 | framing:annual"
q067,"accountant with one straightforward monthly plan, no big firm",fixed_fee_positioning,mid,TRUE,,"added post-Day 1 to test monthly/annual-plan terminology vs 'fixed fee' phrasing | scripted Step 5 check, 2026-08-09 | N=3 recheck T,T,T -> TRUE, 2026-08-09 | framing:monthly"
q068,small accountancy firm with a clear annual plan for contractors,fixed_fee_positioning,mid,TRUE,,"added post-Day 1 to test monthly/annual-plan terminology vs 'fixed fee' phrasing | scripted Step 5 check, 2026-08-09 | N=3 recheck T,T,T -> TRUE, 2026-08-09 | framing:annual"
